pdb_idx	length	ident	simi
6GQP_A	329	84.498	84.5
6GQQ_A	329	84.498	84.5
6GR8_A	251	99.602	100.0
6GR9_A	251	99.602	100.0
6GRA_A	251	100.0	100.0
6GRO_A	268	99.627	99.63
6GT1_A	261	98.851	99.23
6GTT_A	259	99.614	99.61
6GVJ_A	267	100.0	100.0
6GWR_A	298	100.0	100.0
6GZD_A	267	98.876	98.88
6H0O_A	264	100.0	100.0
6H3K_A	267	100.0	100.0
6HBN_A	286	100.0	100.0
6HD4_A	254	99.606	100.0
6HD6_A	254	99.606	100.0
6HDP_A	314	100.0	100.0
6HDR_A	314	100.0	100.0
6HES_A	261	100.0	100.0
6HET_A	261	100.0	100.0
6HEU_A	261	100.0	100.0
6HEV_A	261	100.0	100.0
6HEW_A	261	100.0	100.0
6HEX_A	261	100.0	100.0
6HEY_A	261	100.0	100.0
6HHF_A	259	100.0	100.0
6HHG_A	259	100.0	100.0
6HHJ_A	259	100.0	100.0
6HHO_A	271	98.524	98.52
6HJJ_A	251	99.203	99.2
6HJK_A	251	99.203	99.2
6HM7_A	259	100.0	100.0
6HMB_A	286	100.0	100.0
6HMC_A	286	100.0	100.0
6HMD_A	286	100.0	100.0
6HME_A	286	100.0	100.0
6HMQ_A	286	100.0	100.0
6HNW_A	286	100.0	100.0
6HNY_A	286	100.0	100.0
6HOP_A	286	100.0	100.0
6HOQ_A	286	100.0	100.0
6HOR_A	286	100.0	100.0
6HOT_A	286	100.0	100.0
6HOU_A	286	100.0	100.0
6HP9_A	298	100.0	100.0
6HRP_A	252	98.413	98.41
6HRT_A	252	98.413	98.41
6HVD_A	259	100.0	100.0
6HVE_A	252	98.413	98.81
6HVF_A	252	98.413	98.81
6HXF_A	259	100.0	100.0
6HZU_A	277	100.0	100.0
6HZV_A	276	99.638	99.64
6I1S_A	290	100.0	100.0
6I2U_A	251	100.0	100.0
6I2Y_A	259	99.614	99.61
6I5H_A	317	99.685	99.68
6I5I_A	317	99.685	99.68
6I5K_A	317	99.685	99.68
6I5L_A	317	99.685	99.68
6I8Z_A	257	100.0	100.0
6IG8_A	331	85.801	86.1
6IL3_A	336	84.821	84.82
6IN0_A	260	100.0	100.0
6IN4_A	263	100.0	100.0
6IQN_A	274	100.0	100.0
6ITJ_A	279	99.283	99.28
6ITT_A	286	97.90204545454546	98.60136363636364
6ITV_A	286	97.90204545454546	98.60136363636364
6IUO_A	279	99.642	99.64
6IUP_A	279	99.642	99.64
6J5L_A	274	100.0	100.0
6J6M_A	252	100.0	100.0
6JLR_A	286	100.0	100.0
6JMF_A	256	100.0	100.0
6JPJ_A	279	99.283	99.28
6JQR_A	336	84.821	84.82
6JWA_A	286	100.0	100.0
6JZ0_A	259	100.0	100.0
6K0J_A	314	99.363	99.36
6KHD_A	317	99.685	99.68
6KHE_A	317	100.0	100.0
6KHF_A	317	100.0	100.0
6KLA_A	286	97.90204545454546	98.60136363636364
6KZC_A	289	100.0	100.0
6KZD_A	289	100.0	100.0
6L1Z_A	286	100.0	100.0
6L20_A	286	100.0	100.0
6L21_A	286	99.65	99.65
6L22_A	286	99.65	100.0
6L24_A	286	99.301	100.0
6M9H_A	263	98.859	98.86
6MEP_A	270	100.0	100.0
6MIB_A	256	98.828	98.83
6MNH_A	265	99.245	100.0
6MNY_A	252	98.413	99.6
6MOB_A	286	97.90204545454546	98.60136363636364
6MOM_A	282	100.0	100.0
6MT0_A	253	100.0	100.0
6MWE_A	271	100.0	100.0
6MX8_A	270	100.0	100.0
6MZQ_A	279	99.283	99.28
6MZW_A	279	99.642	99.64
6N0P_A	260	100.0	100.0
6N0Q_A	260	100.0	100.0
6N33_A	331	85.196	85.2
6N3L_A	290	98.27605517241379	98.96655172413794
6N3N_A	290	98.27605517241379	98.96655172413794
6N3O_A	290	98.27605517241379	98.96655172413794
6N6O_A	267	100.0	100.0
6N77_A	277	100.0	100.0
6N78_A	277	100.0	100.0
6N79_A	277	100.0	100.0
6N7A_A	277	100.0	100.0
6N7B_A	277	100.0	100.0
6N7C_A	277	100.0	100.0
6N7D_A	277	100.0	100.0
6N8G_A	282	100.0	100.0
6N9P_A	252	100.0	100.0
6NCG_A	287	100.0	100.0
6NE7_A	284	99.648	99.65
6NEC_A	284	100.0	100.0
6NFH_A	252	100.0	100.0
6NFI_A	252	100.0	100.0
6NFY_A	258	100.0	100.0
6NFZ_A	258	100.0	100.0
6NG0_A	258	99.225	99.22
6NJA_A	284	100.0	100.0
6NO8_A	253	100.0	100.0
6NO9_A	253	100.0	100.0
6NPE_A	254	100.0	100.0
6NPN_A	290	97.931	97.93
6NPT_A	274	100.0	100.0
6NPU_A	254	100.0	100.0
6NPV_A	254	100.0	100.0
6NPZ_A	259	100.0	100.0
6NSL_A	280	100.0	100.0
6NSP_A	274	100.0	100.0
6NSQ_A	259	95.367	96.14
6NSS_A	274	100.0	100.0
6NVG_A	279	96.774	96.77
6NVH_A	279	96.774	96.77
6NVI_A	279	96.774	96.77
6NVJ_A	279	96.774	96.77
6NVK_A	279	96.774	96.77
6NVL_A	279	99.642	99.64
6NW2_A	271	98.524	98.52
6NY4_A	276	99.275	99.28
6NYH_A	271	98.524	98.52
6NZE_A	280	100.0	100.0
6NZF_A	280	100.0	100.0
6NZH_A	280	100.0	100.0
6NZM_A	252	100.0	100.0
6NZP_A	280	100.0	100.0
6NZQ_A	280	100.0	100.0
6NZR_A	280	99.643	99.64
6O8B_A	298	99.329	99.66
6O8C_A	298	97.651	99.66
6O8I_A	252	100.0	100.0
6O8U_A	282	100.0	100.0
6O94_A	282	100.0	100.0
6O95_A	282	100.0	100.0
6O9D_A	282	100.0	100.0
6OCQ_A	271	98.524	98.52
6OKO_A	269	69.145	77.32
6OMU_A	252	100.0	100.0
6OP9_A	259	100.0	100.0
6OVA_A	275	99.273	100.0
6P1D_A	259	99.228	99.23
6P1L_A	259	99.228	99.23
6P5M_A	263	99.62	100.0
6P5P_A	263	99.62	100.0
6P5S_A	329	100.0	100.0
6P68_A	279	98.925	98.92
6P69_A	279	98.925	98.92
6P8Q_A	259	99.228	99.23
6PCW_A	253	99.605	99.6
6PDI_A	253	99.605	99.6
6PDJ_A	252	100.0	100.0
6PDN_A	253	99.605	99.6
6PDO_A	253	99.605	99.6
6PDP_A	253	99.605	99.6
6PJJ_A	317	99.369	99.37
6PK6_A	317	100.0	100.0
6PL1_A	274	100.0	100.0
6PL2_A	274	100.0	100.0
6PL3_A	274	100.0	100.0
6PMA_A	274	100.0	100.0
6PMB_A	274	100.0	100.0
6PMC_A	274	100.0	100.0
6PME_A	274	100.0	100.0
6PNX_A	279	98.925	98.92
6PP9_A	260	100.0	100.0
6PP9_B	294	99.32	100.0
6Q38_A	286	100.0	100.0
6Q4Q_A	286	100.0	100.0
6Q7B_A	261	100.0	100.0
6Q7C_A	261	100.0	100.0
6Q7D_A	261	100.0	100.0
6Q7E_A	261	100.0	100.0
6Q7F_A	261	100.0	100.0
6Q7G_A	261	100.0	100.0
6Q8K_A	317	99.685	99.68
6Q8P_A	317	99.685	99.68
6QAS_A	265	99.245	99.25
6QAT_A	265	99.623	99.62
6QAU_A	265	99.623	99.62
6QAV_A	265	99.623	99.62
6QF4_A	262	100.0	100.0
6QMO_A	263	100.0	100.0
6QN4_A	263	100.0	100.0
6QS5_A	286	79.021	90.21
6QXK_B	253	99.605	99.6
6QY9_A	286	100.0	100.0
6R49_A	251	99.602	99.6
6R4A_A	251	99.602	99.6
6R4B_A	251	99.602	99.6
6R4C_A	251	99.602	99.6
6R4D_A	251	99.602	99.6
6R5F_A	271	98.524	98.52
6RA7_A	265	100.0	100.0
6RAA_A	317	99.685	99.68
6RCT_A	317	100.0	100.0
6RFI_A	282	100.0	100.0
6RFJ_A	282	100.0	100.0
6RLN_A	271	98.524	98.52
6RSR_A	298	100.0	100.0
6RST_A	298	100.0	100.0
6S11_A	321	100.0	100.0
6S14_A	321	100.0	100.0
6S17_A	321	100.0	100.0
6S1B_A	321	100.0	100.0
6S1H_A	321	100.0	100.0
6S1I_A	321	100.0	100.0
6S1J_A	321	100.0	100.0
6S89_A	259	98.069	98.07
6S8A_A	259	98.069	98.07
6S90_A	252	100.0	100.0
6S9B_A	259	98.069	98.07
6S9C_A	259	98.069	98.07
6S9D_A	259	98.069	98.07
6S9W_A	259	100.0	100.0
6S9X_A	259	100.0	100.0
6SD9_A	264	100.0	100.0
6SDC_A	264	99.621	99.62
6SDD_A	264	99.621	99.62
6SDE_A	264	100.0	100.0
6SFI_A	285	99.298	99.3
6SFJ_A	285	99.298	99.3
6SFK_A	285	99.298	99.3
6SPW_A	286	100.0	100.0
6SPX_A	286	100.0	100.0
6SRH_A	290	100.0	100.0
6SZE_A	275	100.0	100.0
6SZJ_A	275	100.0	100.0
6SZM_A	290	100.0	100.0
6T2W_A	331	86.103	86.1
6T6A_A	321	100.0	100.0
6T6D_A	290	100.0	100.0
6T8N_A	290	100.0	100.0
6TN8_A	290	100.0	100.0
6TSZ_U	277	100.0	100.0
6TUA_A	269	100.0	100.0
6TW2_E	317	99.685	99.68
6U2G_A	294	100.0	100.0
6U2G_B	260	100.0	100.0
6U2H_C	259	95.367	96.14
6U5L_A	277	99.278	99.28
6UBW_A	264	100.0	100.0
6UWY_A	321	100.0	100.0
6UYA_A	282	100.0	100.0
6VHG_A	284	100.0	100.0
